corpus,FR-CD,corpus,FR-CI,corpus,FR-DZ,corpus,FR-FR,corpus,FR-MA,corpus,FR-SN
Tshisekedi dont l'',2,Chaque individu,2,refusé d'',2,sa communauté,2,au pape,2,compatriotes qui ne,3
Tshisekedi dont,2,meilleure compréhension,2,cette équipe qui,2,sa douleur,2,au nom,2,comme quatrième,3
toute personne travaillant,2,de telles absurdités,2,Tebboune pour,2,et très,2,à cette situation,2,sont toutes,3
et les autorités,2,de telles,2,J'' ai raconté,2,sa fille,2,je l'' avais,2,et on,3
toutes ces,2,meilleure défense et,2,Conseil municipal d'',2,sa façon de,2,je l'' ai,2,sort de,3
et les populations,2,meilleurs acteurs internationaux,2,Boulemdais qui,2,Trésors de Venise,2,je les,2,eu besoin d'',3
consommation du,2,de tels,2,Boukail L'' image,2,La Gazzetta,2,je le,2,sortant avait,3
traite des,2,attendre à une,2,relate le,2,sa manière de,2,de directeur financier,2,comme qui,3
toutes ses,2,de temps pour,2,relate le combat,2,et un brin,2,à concilier,2,sortant avait mille,3
traite des éléments,2,membre de la,2,regard des,2,et une délectation,2,à concilier dans,2,et parties,3
traitement annuel de,2,attentes à,2,remarque que,2,et une rédaction,2,je lui,2,sortant n'' a,3
et lotoko,2,de terrain est,2,est mis à,2,ci-dessous concernent,2,à continuer,2,examiner l'',3
consommation du métal,2,de toi,2,est mis,2,choses à faire,2,je me suis,2,sorte un signe,3
consommation de,2,attentes à la,2,est maximal,2,sa porte,2,de dix,2,sorte un,3
Kivu Lodge est,2,Miel Aperçu,2,remplacer le,2,sa qualité,2,de discours,2,comportons en baayima,3
transfert d'',2,Michel Gueu,2,remplacé à,2,et voit,2,au passage,2,comme pouvant servir,3
et manque,2,merci pour,2,remise en,2,sa sensibilité,2,Faid mania,2,et pathétiques et,3
et lourdingue,2,mes actions,2,remportant ce titre,2,sa sortie,2,Facebook et,2,absence des,3
transformés à Makayabo,2,de touche,2,remporter ce,2,cinq ans,2,à coups de,2,et peut-être,3
transition démocratique,2,mes débuts dans,2,remportant ce,2,ci-dessous concernent un,2,à court-terme,2,soufflé sur la,3
transformés à,2,mes plus belles,2,est mon avocat,2,La Gazzetta dello,2,à coups,2,excellent coup politique,3
constante et,2,de touche au,2,championnat d'',2,En Corse,2,à croire que,2,soucieuses de prestige,3
et méthodes,2,Miel Aperçu de,2,rencontre autour,2,Celui-ci est sanctuarisé,2,je ne peux,2,composantes avec respect,3
et méthodes conformes,2,de toujours repousser,2,rencontre autour de,2,Celui-ci est,2,à de la,2,exclut point,3
constante et que,2,met en place,2,remporté le huitième,2,sa souffrance,2,à des archaïsmes,2,exclut point que,3
travaillant dans le,2,au Cameroun a,2,rencontre ayant,2,et à peine,2,je peux,2,comprend facilement,3
et même pas,2,Miel sont,2,rencontre ayant opposé,2,et à ses,2,à dire,2,et peut-être n'',3
constate que,2,Et notre,2,rencontre avec les,2,et ça,2,à dos,2,soulignant que,3
Tshisekedi et Jean-Marc,2,Et je peux,2,est pas le,2,cinq est une,2,je puisse,2,soumettre à,3
Kivu et de,2,de tout le,2,rencontre côte à,2,cinq est,2,de don de,2,soumit au peuple,3
travers le,2,au HuffPost,2,est pas un,2,sais pas quelle,2,au pays de,2,et pourquoi seulement,3
travers tout le,2,de tout politiser,2,est pas trop,2,et écrivain suisse,2,à décrocher,2,résoudre à se,3
et n'',2,mieux analyser et,2,rencontre de ce,2,et écrivain,2,à détourner l'',2,soumit au,3
trois ans,2,au Mali,2,rencontre du,2,saisi dès la,2,je vais avoir,2,sous la pression,3
et nos,2,Miel sont les,2,est pas vrai,2,et énigmatique du,2,jet de,2,sous le rideau,3
constituant de,2,mieux à,2,championnat qui,2,et énigmatique,2,je vis,2,sont ses,3
constater que,2,militaire de,2,Technologies Unified,2,cinéma et,2,de donneurs,2,exiger d'' être,3
trois semaines pour,2,de toute collaboration,2,Tebboune pour la,2,Twitter et,2,à faire du,2,accordée aux,3
et nourrissons,2,militaires guinéens,2,rencontre ne,2,sait forcément,2,à fleur,2,et programmes en,3
et nos contributeurs,2,milliers de,2,est pas vraiment,2,et événements autour,2,jet de pierre,2,sous les verrous,3
troubles de,2,au Nigéria,2,est passé,2,et événements,2,jets de pierre,2,Le président-politicien réélu,3
et occupe,2,Mike Adenuga,2,est passé à,2,salle de bain,2,jets de pierres,2,souvent organisés dans,3
et nécessite,2,Et notre génération,2,championne d'' Afrique,2,salle de bains,2,de droite,2,souvent organisés,3
Tshisekedi s'' est,2,minimum interprofessionnel garanti,2,Technologies Unified Workspace,2,eu droit,2,de donneurs de,2,souvent payés,3
Tshisekedi s'',2,minimum interprofessionnel,2,rencontre représente une,2,circonstances de,2,de donner corps,2,compte de,3
De par,2,minimum à sa,2,rencontre se,2,salué la,2,Faites une,2,souvent dans le,3
CC BY,2,Mike Adenuga Junior,2,est persuadée,2,eu du,2,à jamais,2,souvent payés à,3
Association des Négociants,2,de transfert,2,rencontre sera donc,2,eu droit à,2,à jour,2,explique d'',3
trouvant dans la,2,de transfert d'',2,rencontres de,2,eu du mal,2,jeu en,2,explique l'',3
trouve dans une,2,de transférer,2,champs lexical,2,eu l'',2,à l'' AFP,2,compte des chaudes,3
et on fera,2,au Plateau,2,Temple neuf,2,cisaille était moins,2,à l'' IAV,2,souvent dans,3
trouve l'' école,2,au Parlement,2,J'' avais été,2,cisaille était,2,de décisions,2,sérieux ayant,3
trouve le,2,Et on,2,est posée,2,cinéma et de,2,de droite ni,2,comment il,3
et ont horreur,2,Chaque supporter,2,est posée pour,2,La Mosson,2,à l'' absence,2,sûr qu'',3
constituerait un,2,Chaque parfum Smart,2,champs lexical du,2,sans Dieu,2,à l'' ahmadisme,2,sûr qu'' il,3
trouve également,2,Avis Il n'',2,rendu visite,2,eu le,2,jeune fille rangée,2,sûr encore si,3
constitué essentiellement,2,mise en lumière,2,est pour cela,2,eu la,2,à l'' article,2,comment il leur,3
et parle,2,mise en œuvre,2,champs obligatoires,2,sans avoir pu,2,jeunes d'',2,spéciaux d'',3
et parle le,2,de transport en,2,Temple neuf à,2,eu une,2,de défense,2,spéciaux d'' investissements,3
constitué essentiellement des,2,mises en évidence,2,est pour cette,2,citation du jour,2,de déclaration,2,statuent en faveur,3
Tu as,2,mise à l'',2,reprise du,2,citation du,2,au premier,2,statuent en,3
Tshisekedi était,2,au Président,2,champs obligatoires sont,2,sans esprit,2,à l'' extérieur,2,et restaurer l'',3
trouvons des,2,mises à jour,2,est pourquoi nous,2,sans doute pas,2,jeunes dans la,2,absurde de,3
trouvons la,2,mission pour le,2,représailles et devant,2,sans fin n'',2,jeunes et la,2,compte s'',3
trouver une solution,2,de travailler avec,2,chance d'',2,eurent habité Futur,2,de dépôt de,2,exploitent sans,3
trouvons les,2,mobile qui,2,Temps Modernes,2,eurent habité,2,de dépôt,2,stratégie des,3
et plantations industrielles,2,au Stade,2,J'' espère,2,Télérama Voici par,2,à l'' issue,2,exploitent sans état,3
construction d'',2,au Soudan,2,Considérons une poutre,2,Télérama Voici,2,à l'' occasion,2,compte s'' appuyer,3
constituée des,2,Ministre Kandia,2,Considérons une,2,sans la foi,2,jeunes et moins,2,stratégie des Forces,3
très fort,2,de type A,2,représentant un,2,euros par,2,à l'' âge,2,stratégie qui,3
très grande importance,2,de type A.,2,est prêt,2,européen a,2,à l'' ère,2,commettre certaines,3
construction d'' un,2,au Stade Olembé,2,est propagé,2,sans lieu,2,de dévoiler,2,accusé le,3
très peu,2,mobilisé des,2,représentent l'',2,eus concentré,2,au prix de,2,stratégie qui échappait,3
très positives,2,mode gestion des,2,représente une,2,citoyenne sur la,2,Mais le,2,et sa dernière,3
et plus particulièrement,2,au bonheur,2,chance à,2,citoyenne sur,2,Featherington se,2,commettre certaines forfaitures,3
UDPS a,2,Ministre de,2,est qu'' est-ce,2,sans être pour,2,Comment oser,2,expression est,3
Kongo central,2,de valeur cacao,2,est quasiment,2,eus habité tu,2,Comment est-elle perçue,2,accusé le coup,3
Konan Marcellin,2,de valeur de,2,chances d'',2,clairement communicatifs,2,Comment avez-vous choisi,2,structures de santé,3
très productif en,2,au bonheur des,2,responsabilités jusqu''au,2,eus pas,2,Bien au,2,comptent un nombre,3
très réjouissant,2,de vandalisme,2,est quasiment au,2,eus pas habité,2,Adl Wal,2,exprimé mes,3
et pourrait,2,de valeur du,2,Tennis club d'',2,classique dans,2,jeunes talents,2,compter le,3
tu te,2,Ministre des,2,Tennis club,2,Télérama par Jacques,2,jeunes talents qui,2,soutien financier,3
turc et celui,2,Et pourtant,2,responsable usmiste,2,La Méthode Williams,2,de face,2,stratégie a,3
et pratiquent,2,Et on la,2,responsable usmiste a,2,La Méthode,2,de dévoiler les,2,exprimée d'',3
construction des barrages,2,de veiller,2,est que difficilement,2,En attendant,2,à la Villa,2,structures et,3
type de public,2,de vandalisme que,2,reste donc,2,savent pas,2,jeunesse et,2,exprimée d'' associer,3
et prévention,2,de vendre,2,est resté,2,eus été,2,jeunesse est,2,compter le nombre,3
et principalement vernaculaire,2,de venir,2,est que beaucoup,2,eus pris,2,à la dernière,2,compter les gonflements,3
téléphones et,2,au camp,2,reste encore à,2,scenario pousse,2,jeûne du,2,substantiels pour leur,3
et quatre,2,au but face,2,est revenu,2,eusse concentré,2,jeunesse qui,2,accès aux soins,3
et qu'',2,moins d'',2,est retrouvé,2,eus été plaint,2,de faire appel,2,extrait de,3
construction des maisons,2,moins deux,2,reste toujours,2,clef l'' instauration,2,au profit,2,subversives menées par,3
UDPS en,2,moi une manière,2,est sa,2,scrutin plurinominal,2,à la frustration,2,exécuter la,3
tête du parti,2,moins la,2,est réglé,2,se battre,2,joie dans,2,et services,3
et que la,2,de vie qui,2,chaque fois à,2,eusse habité que,2,jeûne du Ramadan,2,tenteront vainement,3
construction du centre,2,au cas où,2,changements apportés,2,se concentrent,2,joie dans le,2,su dompter la,3
et que vous,2,au cas,2,Constante de,2,eusse pas,2,de faire le,2,tenté de l'',3
et quelque,2,Ministre des travaux,2,rester confidentiel,2,eusse habité tu,2,de faire des,2,exécuter la condamnation,3
construit en,2,mois plus,2,rester également,2,clin d'' oeil,2,à la nuit,2,exécution d'' une,3
USAID Le,2,mois après,2,est sans le,2,clef l'',2,à la pauvreté,2,et ses conseils,3
un adjectif et,2,mois à,2,retirer et,2,eusse pas habité,2,joue une,2,Les autorités sénégalaises,3
un an,2,de vivre,2,est sollicitée,2,eusse pris,2,à la police,2,suggère à,3
construit en matériaux,2,de violence d'',2,est soldée,2,clin d'' œil,2,jouir pleinement de,2,suffi et,3
un animal,2,moment idéal pour,2,chaque instant et,2,se croisent,2,jouir pleinement,2,commune de Kaolack,3
et qui n'',2,moment idéal,2,est sollicitée en,2,eusse été,2,de faits,2,face aux,3
et qui a,2,moment ont,2,retour en Algérie,2,eusse pu,2,au quotidien dont,2,face à de,3
Ubangi et,2,de vol d'',2,charge d'',2,Télévisions par,2,Mais à,2,suis dans l'',3
Kristen Wiig Sortie,2,au commissariat du,2,retrouvé hier,2,se disant bon,2,jour les,2,su dompter,3
De plus,2,au commissariat,2,charge d'' Amnesty,2,eussent concentré,2,de faux,2,succès est,3
De par sa,2,au club de,2,Tony Garnier,2,eusse été plaint,2,à le faire,2,suggère à mes,3
un bar,2,Et puis,2,Tizi Bouali et,2,se défendre,2,jour même,2,terrain pour qu'',3
et représente,2,Chaque supporter se,2,revenait chez moi,2,eussent habité Définition,2,jour les différentes,2,A contraire de,3
et quinquina,2,mon chapeau,2,est susceptible,2,club lombard,2,au quotidien à,2,suis toujours battu,3
un bon résultat,2,mon devoir,2,est sur mon,2,Télévisions par Jacky,2,jour où un,2,suis toujours intéressé,3
un cancer,2,de vos attentes,2,revenir à,2,La Rochelle,2,de femme,2,Le serpent,3
construits en matériaux,2,mon diplôme,2,reçu en,2,En cas,2,journaliste et,2,suis vraiment pas,3
Un autre,2,mon expertise,2,est temps pour,2,eussent habité j'',2,jour à,2,facilement le,3
et réelles est,2,au coup,2,charges pour,2,eussent pas,2,au roman,2,accepté l'',3
et réelles,2,au compteur,2,reçu en héritage,2,coach de,2,Mais à quels,2,accepté l'' inacceptable,3
et références,2,de votre téléphone,2,est terminée en,2,eussent pas habité,2,à mesure,2,facilement le rôle,3
et réviser,2,de vouloir,2,charges pour la,2,eussent pris,2,journaliste et éditeur,2,accéder au,3
conséquences seront,2,au coup d'',2,est toujours quand,2,collection Cini,2,journée de Ligue,2,faire abandonner,3
Un fils,2,mon pays,2,chargé de,2,Témoigner de,2,journée de la,2,suivis d'',3
Kuku Ngbendu,2,Mon rôle aujourd''hui,2,Torture de l'',2,eussent pu,2,de fermer,2,accéder au Palais,3
un congolais,2,Mon rôle,2,Torture de,2,eussent été,2,de femmes qui,2,concerne la,3
un contrat renouvelable,2,de vous via,2,Constante de transmission,2,colonie de,2,à ne jamais,2,EN CHIFFRES Bande,3
et réviser plus,2,de voyager,2,Bounaama Djilali,2,eussent été plaints,2,jours de,2,et sécurisé,3
un coup,2,au courant des,2,Boulemdais qui n'',2,eusses concentré,2,journée internationale,2,accompagner au,3
et sa famille,2,mon tir,2,Amrani qui,2,comité de,2,jours de la,2,concerne la ville,3
contact entre,2,mon temps,2,Afrique Publié,2,Témoigner de la,2,jours du,2,toujours que,3
conséquences seront donc,2,Monde jouées,2,risque vraiment,2,La Rochelle a,2,de fin,2,Les autres ministres,3
et sans,2,mon tir au,2,est tout un,2,se fut plaint,2,de figures,2,structures et les,3
et sans aucune,2,deBouaké Rechercher,2,risquent de perturber,2,se guérissait,2,Marina Thompson,2,suis encore en,3
contact entre les,2,de véhicules de,2,roman-feuilleton de,2,eusses habité qu'',2,Finances News,2,et surtout,3
un dialogue,2,Monde jouées mais,2,est trop,2,se guérissait pas,2,Ferdaous n'',2,supplier Barthélemy,3
un effet,2,Etait-ce prévu d'',2,charme de,2,eusses pas habité,2,à nu,2,supplier Barthélemy Dias,3
contact parlée,2,Etait-ce prévu,2,roseau trempée,2,eusses pas,2,jours en,2,concessions possibles,3
Un peu comme,2,dehors de,2,rue peu,2,comme après,2,juridiquement les,2,faire des ravages,3
L'' Avenir,2,deBouaké Rechercher Bouaké,2,est un commando,2,eusses pris,2,de fois,2,tournent les,3
Dekese et,2,demain se,2,rue peu fréquentée,2,eusses pu,2,au secrétariat,2,sur certaines,3
un endroit,2,dehors des,2,règlement budgétaire,2,comme après une,2,juridiquement les affaires,2,tous ceux qui,3
et secondaire dans,2,au cœur de,2,est un projet,2,se multiplient,2,jusqu''au bout,2,conclure son,3
contact parlée pour,2,demain se préparent,2,chef de daïra,2,eusses été plaint,2,de fond,2,achat indécent,3
un fils,2,demande au,2,Torture et de,2,eusses été,2,à penser,2,et télévisions,3
contactez un,2,au drame,2,règne actuellement au,2,Ulga à Varsovie,2,jusqu''au jour où,2,conclure son discours,3
Une antithèse,2,demande d'',2,réaction à,2,Ulga à,2,de fonds,2,Le système,3
et ses conséquences,2,mondial pour les,2,est une belle,2,En cause,2,au secrétariat Général,2,sur cette,3
et simplement,2,au décès,2,est une bonne,2,Ces affaires révèlent,2,Mario de,2,achat indécent des,3
contactez un médecin,2,Mondial de,2,est une décision,2,Ces affaires,2,à plusieurs degrés,2,tous muselés,3
un hgr en,2,Etat a,2,chef des investissements,2,Alors qu'',2,jusqu''à l'',2,sur des populations,3
un habitant,2,demande pour vos,2,chef des,2,Acquaviva qui préconisait,2,jusqu''à ce,2,Au passage,3
Une antithèse est,2,demande pour,2,réalisation des routes,2,se perd,2,juste après,2,supérieur et le,3
L'' Etat,2,mondiales et,2,est une punition,2,eussiez concentré,2,juste en,2,faire fureur,3
un hôpital,2,demande régionale et,2,est une matrice,2,eussiez habité qu'',2,de format,2,acheter sans,3
et sous-sol,2,demande régionale,2,réalisé la,2,eussiez pas,2,de fonds internationaux,2,sur la manière,3
et sont agriculteurs,2,au départ,2,réalisés par,2,comme de,2,juste un,2,et y trouver,3
et sous-sol Le,2,demandes d'',2,est variable,2,comme dans un,2,justice et,2,tout indique qu'',3
et souvent,2,demandes d'' informations,2,chef du,2,se plaignent Passé,2,de formation,2,sur le carreau,3
contenus pédagogiques,2,au développement du,2,Tous les élèves,2,eussiez pris,2,justice pour,2,et à Fatick,3
Une figure,2,demi-finales de,2,Torture et,2,eussiez pas habité,2,l'' AFP,2,et à enrichir,3
un livre,2,demi-finales de la,2,réchaud à,2,se plaignissent Retrouvez,2,de frappe,2,accompagnées des termes,3
un marché moderne,2,au développement économique,2,réchaud à bois,2,eussiez été,2,au sein d'',2,acheter sans état,3
contiennent de,2,Mondial et,2,est vrai,2,eussiez pu,2,Mario de Valdes,2,sur la scène,3
et surtout pas,2,Mondial de notre,2,récitant les versets,2,comme elles,2,Finances News Hebdo,2,comparution avortée de,3
et séparation,2,Chaîne de Marché,2,réclamer leurs droits,2,Un beau film,2,à qui je,2,toute la République,3
contiennent de lâÅstrogène,2,Avoir une,2,est vrai que,2,se plaignît que,2,à quoi,2,condamnant à une,3
Une figure de,2,Alors que,2,chemin des,2,se plaindra,2,l'' Académie suédoise,2,et électoraliste,3
L'' HGR,2,Alors pourquoi ne,2,récolter quelques points,2,eussions concentré,2,à relever,2,faire relâcher les,3
Depuis le,2,A partir de,2,récupéré leurs lettres,2,se plaindre au,2,à restituer,2,toutes ces structures,3
COUP DE,2,A partir,2,chemin des entraînements,2,eussions habité que,2,de fraîcheur même,2,sur les Systèmes,3
COTON CONGO,2,A force de,2,réduit à,2,eussiez été plaints,2,de fraîcheur,2,faire une,3
Alassane Ouattara de,2,moteurs clés,2,réfugiée qui,2,se plaindre est,2,à s'' adapter,2,Les cinq prochaines,3
un médecin généraliste,2,densité de plantation,2,est à nous,2,eussions pas,2,à s'' improviser,2,toutes les concessions,3
un médecin si,2,densité de,2,Tout a été,2,eussions habité vous,2,l'' Afrique passe,2,fais du,3
