@RELATION french

@ATTRIBUTE text   string
@ATTRIBUTE class  {CD,CI,DZ,FR,MA,SN}

@DATA
" Quelle est l’ultime phrase de ce roman?", DZ
" Trouvez le tableau \"La femme à l’ombrelle\" de Claude Monet.", DZ
" Trouver le tableau intitulé \"Der Schrei\" d'Edvard Munch", DZ
" Quelle est la surface de l’Antarctique?", DZ
" Exercices de recherche documentaire (3/4)", DZ
" Trouver une encyclopédie de la finance.", DZ
" Que veut dire l'abbréviation KLSE ?", DZ
" Quelle est la hauteur de la CN Tower de Toronto?", DZ
" Chercher une recette en italien de tagliatelle avec de la crème, mais sans tomates", DZ
" Combien de marches d'escaliers compte la tour Eiffel ?", DZ
" Trouver une carte météorologique du jour pour la Suisse", DZ
" Trouver une photographie représentant un grand murin (espèce de chauve-souris)", DZ
" Chercher une image représentant le portrait de la reine Elisabeth", DZ
" Quand part le prochain train de Fribourg pour Genève-aéroport ?", DZ
" Chercher une recette de tarte ou de tourte avec des pommes ou des poires", DZ
" Exercices de recherche documentaire (4/4)", DZ
" Quel est le taux de change du jour entre l'Euro et le Franc suisse", DZ
" Quel est le nom du 17ème président des Etats-Unis", DZ
" Quel est le cours actuel en bourse de l'action Microsoft", DZ
" Quel est le nom de l'auteur du livre \"Le temps des erreurs\"?", DZ
" Trouver les horaires d'ouverture de la fondation Gianadda à Martigny", DZ
" Quand le premier être humain a posé son pied sur la lune?", DZ
" Qui était le réalisateur de l'avant-dernier film de l'acteur Humphrey Bogart?", DZ
" Figuier de Barbarie: Un concentré de vitamines… ", DZ
" Le nopal, scientifiquement connu sous le nom d’Opuntia ficus-indica ou plus communément appelé figuier de Barbarie, « El Hendi »en arabe et « Takermousst » en tamazight ; produit du terroir appartient à la famille des cactacées.", DZ
" Originaire d’Amérique centrale, il s’adapte aux climats arides.", DZ
" Le nopal a rapidement envahi le bassin méditerranéen.", DZ
" La recherche médicale moderne redécouvre peu à peu ses nombreuses propriétés.", DZ
" Mais que peut-il bien nous cacher ?", DZ
" Derrière son aspect « dangereux », avec ses épines menaçantes, le nopal cache en lui un trésor dans lequel se trouvent 17 acides aminés, des vitamines A, B1, B2, B3 et C, ainsi que des minéraux dont le calcium, le cuivre, le phosphore, le potassium, le magnésium, le sodium et le fer.", DZ
" Sans oublier les fibres alimentaires solubles et insolubles.", DZ
" Les propriétés et bienfaits du Nopal: ", DZ
" • Super aliment détox.", DZ
" Le nopal arrive à éliminer les substances nocives du corps et comble simultanément le déficit avec les composants nutritionnels nécessaires.", DZ
" • Le Nopal contre le diabète En effet, il a été constaté que le jus de nopal réduit le risque de diabète en abaissant et stabilisant le taux de sucre dans le sang, grâce aux fibres solubles qu’il contient ; peut donc devenir un aliment alternatif pour les diabétiques.", DZ
" • Action anti-inflammatoire Grâce à ses propriétés anti ulcéreuses, antispasmodiques et anti-inflammatoires, le nopal permet la prévention des ulcères et des troubles intestinaux, en plus d’atténuer le processus inflammatoire.", DZ
" • Le Nopal pour maigrir.", DZ
" le nopal peut être un complément naturel efficace à un régime alimentaire visant à réduire le poids corporel, sans recourir aux composés chimiques qui pourraient causer des effets secondaires indésirables.", DZ
" • Faites peau neuve.", DZ
" Les fleurs séchées du figuier de barbarie sont utilisées en cosmétique pour la fabrication maison de macérât huileux aux propriétés anti-âge, régénérantes et réparatrices.", DZ
" Redonne fermeté et tonicité à la peau et empêche le flétrissement des tissus, Nourrissantes, assouplit et protège la peau de la déshydratation.", DZ
" Les grandes tiges en forme de raquettes du figuier de Barbarie renferment une sève précieuse, similaire à l’aloès, qui était utilisée par les guérisseurs indigènes comme remède naturel pour apaiser la peau irritée, les brûlures, les coups de soleil et pour aider à cicatriser les plaies.", DZ
" Nopal, Effets secondaires ?", DZ
" Avec modération, Comme avec tout autre aliment il ne faut pas abuser du nopal.", DZ
" Si vous y êtes allergique, il va sans dire qu’il ne faut pas y toucher.", DZ
" Par ailleurs, le nopal peut entrainer dans de très rares cas, de légers troubles intestinaux étant donné qu’il contient une forte concentration de fibres.", DZ
" Les recherches continuent et notre « Takermousst » n’a pas fini de faire parler de lui … ", DZ
" Football : Pour l’abolition de la VAR !", DZ
" La VAR a clairement démontré non seulement qu’elle nuisait au foot et au jeu, mais, qui plus est, son inefficacité.", DZ
" Elle échoue en effet quasiment dans toutes ses missions : faciliter le travail des arbitres, apaiser joueurs et dirigeants de club ou encore supprimer les injustices.", DZ
" Une question devrait s’imposer, et la réponse en découler naturellement : qu’attendons-nous pour nous débarrasser d’un «machin» auquel d’ailleurs les hommes et les femmes en noir recourent de moins en moins ?", DZ
" Depuis le début de la saison d’une Ligue 1 plutôt excitante sur le terrain, deux scandales semblent saper les fondements du bel édifice d’un foot français en pleine reconstruction : les débordements des supporters et la VAR.", DZ
" Alors que tout le monde s’affaire pour régler le cas des tribunes, on continue de jeter un voile pudique sur cette grande escroquerie du football moderne que reste le vidéo-arbitrage.", DZ
" Les exemples ne cessent de se multiplier, pour faire finalement système.", DZ
" On se plaint de son usage, du ralentissement du jeu, ou encore à l’inverse de sa non-utilisation lorsqu’une action semble litigieuse.", DZ
" Troyes contre Angers, Lyon au PSG, Lyon de nouveau contre Lorient… Chaque journée enfante son petit scandale.", DZ
" Évidemment rien de neuf.", DZ
" Jean-Michel Aulas crie contre l’arbitrage quand il lui est défavorable – il le fera toujours – et passe son fusil sur son autre épaule les jours où ça l’arrange.", DZ
" L’immense croyance qu’une seule décision peut figer un score continue d’occuper les sempiternels «on refait le match».", DZ
" Les arbitres demeurent la cible de tous les reproches dans un foot où en retour, les fourberies, simulations ou coups de pression systématiques des joueurs sont considérés comme naturels, voire presque de la conscience professionnelle.", DZ
" Effets pervers ", DZ
" Toutefois, c’est bien ici que le bât blesse.", DZ
" L’instauration de la VAR était censée apporter la paix sur le rectangle vert.", DZ
" Nous allions mettre un terme au doute sur les buts, les penaltys et bien sûr les cartons rouges.", DZ
" L’homme en noir, dépendant autrefois de ses seules compétences, ne serait plus seul face à des choix cornéliens, dans un sport dont l’explosion des performances et des capacités physiques paraissent interdire à l’œil humain de tout capter en temps réel.", DZ
" L’inévitable erreur humaine deviendrait péché devant la gloire lumineuse des écrans et des ralentis.", DZ
" Une armada de caméras et des collègues à l’oreillette veilleraient sur lui.", DZ
" Seulement, la VAR l’a surtout déresponsabilisé dans ses prises de décision.", DZ
" Elle est devenue un filet de protection qui affaiblit le poids de son autorité, alors que 90% de ce qu’elle juge nécessite toujours l’interprétation individuelle et finale de celui qui détient le sifflet.", DZ
" Voilà donc l’arbitre non seulement amené à se justifier de ce qu’il a vu, mais aussi désormais des circonstances et à quel moment il a dessiné le petit carré dans l’air avec ses mains.", DZ
" Résultat, une foire d’empoigne supplémentaire, le refrain du «pourquoi ne pas avoir recouru à la VAR ?» ou bien son pendant «étonnant la sanction adoptée au regard des images que nous avons nous aussi pu consulter».", DZ
" La VAR a donné des raisons et des moyens additionnels de critiquer l’arbitre sans lui fournir en retour les arguments «juridiques» incontestables pour se défendre.", DZ
" Enfin, loin d’assagir les joueurs, les entraîneurs ou même les présidents de club, la VAR leur a offert une raison supplémentaire de se plaindre, une opportunité nouvelle de faire pression auprès de l’arbitre, de le déstabiliser, sans oublier de passer ensuite pour la victime en conférence de presse.", DZ
" Doit-on désormais acquérir une âme de comptable pour convaincre les ultimes partisans de cette ignominie ?", DZ
" Les quelques erreurs corrigées n’équilibrent pas les pertes endurées par un football de plus en plus administratif.", DZ
" Avant qu’il ne soit trop tard, et même par simple pragmatisme au regard du spectacle qui s’offre à nous chaque week-end, il est temps d’abolir la VAR pour le foot, pour le jeu, pour les arbitres.", DZ
" [UNIVERSITE FERHAT ABBAS SETIF 1 INSTITUT D'ARCHITECTURE ET DES SCIENCES DE LA", DZ
" TERRE DEPARTEMENT D’ARCHITECTURE, 2EME ANNEE LICENCE, ANNEE 2019/2020", DZ
" ATELIER DE PROJET", DZ
" MME IMANE.ADIMI] 1", DZ
" L’ habitat collectif", DZ
" L’histoire de l’humanité nous rapporte que l’habitat était l’expression des premiers traits des", DZ
" civilisations de l’existence humaine ; et a pris de multiples formes suivant la variété des", DZ
" facteurs naturels, sociaux ou culturels, depuis la cabane primitive jusqu’à l’habitat", DZ
" 1-Habitat et logement ; quelles significations ?", DZ
" Logement et habitat sont de thèmes communs à plusieurs disciplines ; l’architecture,", DZ
" l’urbanisme, la sociologie, la géographie, la psychologie,…C’est pour cette raison que la", DZ
" théorie révèle une multitude de définitions de l’habitat.", DZ
" Ce concept est associé d’abord au «", DZ
" lieu où l’on s’est établi, où l’on vit, où l’on est habituellement »1.", DZ
" Ainsi, par définition", DZ
" l’habitat est le lieu d’habitudes.", DZ
" Il est souvent utilisé pour désigner le logement, l’habitation,", DZ
" l’appartement, la maison, le logis, le chez soi...alors que sa signification est plus large, comme", DZ
" B : « L’habitat, c’est le logement et au-delà... » .L’habitat englobe à la fois", DZ
" l’appartement, les espaces intermédiaires (la cage d’escalier, l’ascenseur, le hall d’entrée, le", DZ
" parking, la cave...), les espaces extérieurs et les équipements ainsi que tous les itinéraires de la", DZ
" Dans son sens le plus large, l’habitat représente le milieu de vie des hommes, l’ensemble des", DZ
" espaces physiques (le logement et ses prolongements) en tant que support des activités", DZ
" humaines et des relations sociales.", DZ
" Pour le logement, nous retiendrons la définition de l’INSEE2 parce qu’elle se rapproche le", DZ
" plus des préoccupations de l’architecte ; « un logement est défini du point de vue de son", DZ
" C'est un local utilisé pour l'habitation.", DZ
" Il est séparé, c'est- à-dire complètement", DZ
" fermé par des murs et cloisons, sans communication avec un autre local si ce n'est par les", DZ
